tenure,MonthlyCharges,Churn,TotalCharges_log
9,48.6,0,-0.43791293370124346
56,103.2,0,1.2020446813464392
70,90.85,0,1.2623241563983072
32,76.3,0,0.6452468956053545
15,19.5,0,-0.7897553386122022
56,88.9,0,1.0976464763455203
72,88.05,0,1.25802670820165
35,99.25,0,0.8849960635925382
66,79.5,0,1.1256295182847273
52,58.75,0,0.7912013506362092
1,81.05,0,-1.4608858934186948
66,89.0,0,1.2046764106527408
49,106.65,0,1.1230147713173928
68,80.35,0,1.1467477943890707
72,110.9,0,1.3885899638235346
58,100.35,0,1.181256289743388
70,76.95,0,1.136770250322939
67,60.95,0,0.9808887721306812
1,20.9,0,-2.2844019172733643
65,109.3,0,1.3407546732024076
12,85.15,0,0.08551082917696222
10,46.0,0,-0.34275096128212723
70,111.95,0,1.3785320499630025
3,41.35,0,-1.2881110720491897
66,109.25,0,1.3187002993401404
68,82.85,0,1.191631914968202
72,55.45,0,0.9898723705871612
57,20.55,0,0.23911741631755676
33,93.35,0,0.8020698286037932
7,20.25,0,-0.9861390930002983
6,55.7,0,-0.5807126687173363
10,29.6,0,-0.6524716728184251
44,20.05,0,-0.006008735489114583
62,19.85,0,0.23951509015167002
71,73.5,0,1.1447266248443466
8,80.0,0,-0.19436370167366043
17,95.65,0,0.4068872338124219
2,54.45,0,-1.415115570067145
17,70.35,0,0.21312376956206883
46,72.8,0,0.8330171385841701
10,35.75,0,-0.48771961443826206
7,29.8,0,-0.8418545435120472
69,26.0,0,0.46369780886499307
72,20.05,0,0.318740138860311
72,85.3,0,1.228582317272929
55,77.8,0,1.0110099875299141
68,24.55,0,0.4134633491946218
35,25.45,0,-0.03311255944108617
63,79.85,0,1.0841318512196392
18,64.8,0,0.1947364976627636
16,55.85,0,0.0031696346995085936
21,43.55,0,0.10582013093649102
50,104.4,0,1.1300287293112738
66,74.6,0,1.0759945182887247
48,24.55,0,0.2143149971797112
36,106.05,0,0.9362000433673016
24,56.25,0,0.3319900047744374
72,84.3,0,1.215000084110379
60,23.95,0,0.353941795102241
47,73.6,0,0.8833438567836331
57,71.1,0,0.9840131493835144
21,20.0,0,-0.4447253500276159
59,89.75,0,1.1607097712198862
24,84.8,0,0.5275815437071686
18,80.55,0,0.313466265492345
8,54.75,0,-0.40415670057273234
49,74.6,0,0.9173789723583389
7,48.8,0,-0.5550425552767113
71,105.25,0,1.3368513447123254
58,20.8,0,0.21859494723570175
31,20.9,0,-0.1329588971459066
27,101.9,0,0.7132100113965395
57,86.9,0,1.0940286359600875
13,19.45,0,-0.8098883809172159
38,80.45,0,0.8161510356778827
71,73.35,0,1.1206188303695546
24,54.8,0,0.2579494184780204
72,109.95,0,1.3830297749331724
62,84.45,0,1.0965350455291212
5,24.3,0,-1.3300989539393286
1,19.1,0,-2.337875642646191
17,94.8,0,0.37728207496088806
71,100.45,0,1.3254585548931328
18,20.05,0,-0.5620128561934732
72,96.6,0,1.2958416600039275
2,64.2,0,-1.1073812232243956
29,76.0,0,0.5942490814283177
24,70.3,0,0.43163632801520896
8,24.4,0,-0.890130932482757
65,19.55,0,0.221875203983255
64,68.3,0,1.018953858457843
17,21.1,0,-0.49453715569156653
61,94.35,0,1.1836546851116
72,116.95,0,1.4393177525225633
37,20.15,0,-0.051462954384125195
63,20.5,0,0.2754791652300048
17,80.05,0,0.28363449846719047
25,95.7,0,0.6279521407988067
50,104.95,0,1.1287707131036642
22,55.1,0,0.23926657373140417
27,76.1,0,0.5589917365546861
69,84.7,0,1.2025910033276164
4,74.45,0,-0.6621041019898831
8,44.55,0,-0.5664318262156276
26,54.55,0,0.2915474040712614
27,84.8,0,0.6202287937858073
11,78.1,0,0.008266952173760226
45,113.3,0,1.105656476422961
72,110.15,0,1.3945454023306065
66,59.75,0,0.9620559734801316
52,93.25,0,1.0539539114235996
12,24.95,0,-0.6924814914425605
61,101.15,0,1.2539631408584686
25,20.1,0,-0.3504479254751506
71,113.15,0,1.3941166030779866
3,77.4,0,-0.8834739822184094
37,88.8,0,0.8502604856572342
63,99.7,0,1.2487169184339761
13,74.65,0,0.07731421522583684
13,24.5,0,-0.5661603750886748
1,83.4,0,-1.443279757872207
27,81.7,0,0.5934890512810821
71,92.0,0,1.2733163485240349
42,108.3,0,1.0477933657828187
55,90.45,0,1.1072091332268303
18,25.1,0,-0.4289197795525628
1,24.7,0,-2.1846427240723534
72,84.45,0,1.2187309520322485
33,20.35,0,-0.13259774849376504
29,75.55,0,0.5472724453088816
29,24.85,0,-0.04964292596909475
41,20.0,0,-0.03230511967327079
29,35.6,0,0.1423528031521901
12,43.8,0,-0.28385613766212453
72,92.0,0,1.2627383155057552
55,79.4,0,0.998647481316846
58,25.3,0,0.3405425906258048
46,94.9,0,1.0252072808933688
63,90.45,0,1.1969028403685598
3,44.75,0,-1.0886988370863853
1,24.0,0,-2.201860172822203
67,25.1,0,0.41898411904347926
61,86.45,0,1.1231292079703377
23,57.75,0,0.2538592778544845
40,36.0,0,0.30064645275435087
18,44.35,0,-0.0656499148167618
64,25.65,0,0.44405478239707996
50,20.15,0,0.08027229280789021
11,20.55,0,-0.9507880001402592
28,64.45,0,0.48786684620121834
3,40.3,0,-1.379439331250584
19,87.7,0,0.4387164301553153
36,19.2,0,-0.12083999062268204
19,56.1,0,0.11946325312262543
3,89.85,0,-0.7677472000209873
1,75.1,0,-1.5078216608497566
42,80.45,0,0.8568215675230653
10,24.5,0,-0.7156156243110882
31,89.45,0,0.7419431372932788
72,60.95,0,1.0427302916616175
72,108.2,0,1.3820922736102412
67,102.9,0,1.31047821983381
38,19.95,0,-0.07516697673523279
50,69.75,0,0.8895149954168918
2,19.85,0,-1.733368782519181
72,109.7,0,1.4046340753831092
44,25.7,0,0.1639831044937069
8,25.25,0,-0.9462778918875893
34,20.8,0,-0.18320253035115613
4,20.2,0,-1.6912950557204713
64,94.25,0,1.2237017185537362
54,55.45,0,0.7763388827937204
59,93.35,0,1.148062678796169
60,64.75,0,0.9686799513006107
72,103.95,0,1.3591174082223638
63,19.5,0,0.22005781843817973
9,94.05,0,-0.03126851697464552
25,71.05,0,0.4778097178189046
3,20.5,0,-1.4928461369378523
39,106.4,0,0.9688573792597021
17,55.5,0,0.05627180239804306
4,20.45,0,-1.4473560029154546
44,70.95,0,0.8332185126213887
15,19.8,0,-0.6410446120070873
1,44.6,0,-1.8271300189473496
39,47.85,0,0.49410831800192156
13,85.95,0,0.22033973223831713
1,20.25,0,-2.3031871478199375
58,55.5,0,0.8169880445753332
60,80.55,0,1.0822827003844255
43,19.2,0,-0.059037268606389394
11,60.9,0,-0.13372703332868827
24,66.3,0,0.37550660730660146
14,76.1,0,0.1319290531110776
67,85.25,0,1.1848777052342918
71,25.55,0,0.4979613303682988
31,88.65,0,0.7136863612191695
40,85.05,0,0.8530715493909735
51,95.15,0,1.1016549895049643
71,23.95,0,0.4495429921693587
25,74.3,0,0.5154901409845332
66,61.15,0,0.9652681609514039
6,89.25,0,-0.34916912698169583
71,80.7,0,1.1806964323696714
10,19.8,0,-0.9124280267695332
11,54.6,0,-0.20112736061444803
18,60.6,0,0.18918561506736667
23,20.4,0,-0.3598634732683188
44,88.15,0,0.9583645225331396
4,65.6,0,-0.763511768836922
32,79.3,0,0.6868220641093628
30,67.6,0,0.5306109465529938
60,49.45,0,0.7637341507902026
66,62.5,0,0.9834558337574552
8,20.35,0,-0.972104105607682
44,54.3,0,0.6222627617790356
23,25.1,0,-0.20760879495429962
72,97.7,0,1.299682884932632
3,20.0,0,-1.6285811277461872
9,20.15,0,-0.7939127400512601
1,43.85,0,-1.8374698576971022
72,112.9,0,1.3994129827317676
7,20.05,0,-1.3514058027731202
23,20.05,0,-0.44860902996888335
51,96.4,0,1.0904594942884995
11,20.95,0,-0.7220873723666988
1,24.9,0,-2.179809537179839
64,108.95,0,1.3212300885254353
48,70.65,0,0.8872947892537499
48,78.75,0,0.9109966198165883
69,90.65,0,1.24789904842198
49,106.65,0,1.1222613744925578
12,49.05,0,-0.22662725245358534
67,106.7,0,1.3122416218807953
71,84.2,0,1.2108021602685621
39,19.9,0,-0.04719822038375827
65,95.5,0,1.2310843425805136
23,54.15,0,0.26807076474109653
45,75.95,0,0.8376799638728791
52,75.4,0,0.9412271722713901
1,35.0,0,-1.9745132184225056
27,19.9,0,-0.27341753587687495
70,114.95,0,1.371722013273163
57,41.1,0,0.6062300348066086
9,90.35,0,-0.06577153346279438
5,80.7,0,-0.5121218153650362
49,52.15,0,0.6901476104003117
72,113.8,0,1.3825055835272053
53,62.85,0,0.8648199236699713
1,19.65,0,-2.3210445399434643
68,70.8,0,1.0839394870285584
57,74.3,0,0.965407783781174
57,94.0,0,1.1541031917899343
22,39.2,0,-0.0025922079060067154
49,93.85,0,1.0674533216111646
15,30.2,0,-0.3718033366422027
22,59.05,0,0.2394405456261155
12,19.2,0,-0.7917006693227004
62,54.75,0,0.8658853324669942
71,95.75,0,1.2978380456167353
7,44.25,0,-0.6232455476621848
20,19.7,0,-0.46094204685208723
51,60.15,0,0.7990388163780466
9,21.25,0,-0.888308340236516
71,84.4,0,1.2121036703528238
9,88.4,0,-0.04920848780145239
15,65.6,0,0.10489577496746132
72,112.25,0,1.397876077542183
30,110.45,0,0.8477365069124547
9,20.4,0,-0.9614402221453993
38,74.05,0,0.7407543853477153
57,19.5,0,0.19521685567840746
25,60.35,0,0.3103691112624319
1,19.0,0,-2.3409852649871143
27,71.6,0,0.5170363435929887
72,20.1,0,0.3348112736614149
72,110.8,0,1.3853950610938204
20,89.4,0,0.4890502171925876
13,66.4,0,-0.016035101438647874
36,18.55,0,-0.1332750739128058
71,106.7,0,1.3445408340876235
6,20.7,0,-1.2572116957048551
9,70.05,0,-0.1624083774457478
12,20.4,0,-0.7238323440820342
6,19.85,0,-1.128421492798328
45,75.15,0,0.875813966873624
61,25.45,0,0.3671198315814051
59,76.45,0,1.038667949313655
71,85.45,0,1.2183020025919304
68,64.1,0,1.0114279648357885
5,19.25,0,-1.4240047709270072
70,114.75,0,1.3822274243070125
21,71.05,0,0.3615266039546101
71,24.65,0,0.43298592694595217
68,88.85,0,1.2289381866152147
60,19.95,0,0.2070023806672632
38,70.6,0,0.7194664113944448
9,40.75,0,-0.5382097312172622
7,78.55,0,-0.3049156568487081
54,94.75,0,1.1166455911168744
72,105.75,0,1.3651064552313437
72,117.6,0,1.418256914682664
47,59.6,0,0.7299184301883255
9,19.85,0,-0.9568526811737905
70,114.3,0,1.4133911465398965
42,48.15,0,0.5405324068131692
16,86.25,0,0.2810596252494467
28,35.75,0,0.07418009805016783
50,69.65,0,0.8689348851454683
72,108.1,0,1.376778366824627
41,24.85,0,0.07473051616695059
19,19.9,0,-0.5411576231719278
56,73.25,0,0.9709441499443852
57,59.6,0,0.8809949701258759
71,24.4,0,0.438517832911654
12,20.5,0,-0.750245779286367
34,84.75,0,0.7489625950511
48,100.05,0,1.0806021570318043
7,20.25,0,-1.1732388288832172
69,66.9,0,1.0466710296007171
53,19.85,0,0.12279793023855955
70,58.35,0,0.9950782929391754
18,40.2,0,-0.11287506488012963
59,64.05,0,0.9446684791058352
33,44.55,0,0.3355572010279632
26,19.2,0,-0.38526094102878733
32,20.55,0,-0.1652077582170613
71,83.2,0,1.2282669489943323
25,19.9,0,-0.29952472613565184
35,20.1,0,-0.17484009886391935
24,93.0,0,0.6034088000539872
33,79.15,0,0.6773904266769444
12,74.75,0,-0.01956394821278519
46,99.65,0,1.0537520057491994
5,80.1,0,-0.47391394533209114
6,49.25,0,-0.7500027553164578
44,59.85,0,0.695001193049764
25,20.2,0,-0.32308675214753285
44,90.4,0,0.9722956644860212
26,69.05,0,0.4702876713031482
56,96.95,0,1.1533290873303692
72,80.45,0,1.1874252274874244
3,25.1,0,-1.4704574352046087
9,103.1,0,0.08001562507950548
55,116.5,0,1.2538313010054773
1,45.55,0,-1.814274347270708
64,66.15,0,1.0209010517291237
10,59.65,0,-0.18022393227488814
72,65.5,0,1.0915564582056099
1,19.8,0,-2.316532013705206
59,25.45,0,0.3652745308731902
57,19.6,0,0.17716494828707807
2,69.95,0,-1.1063045902735458
68,19.5,0,0.20891036149117126
27,53.45,0,0.33506712073414624
72,24.3,0,0.40812081062908384
72,24.8,0,0.4900983732033747
7,20.65,0,-1.0566976824489274
60,74.35,0,1.0294699746927773
7,20.65,0,-1.1501966731053488
16,19.6,0,-0.6212659365788439
37,95.25,0,0.8453151207912232
12,19.3,0,-0.8189137140869232
3,34.8,0,-1.2506687971432338
38,66.15,0,0.6751706759710788
66,25.15,0,0.42323628232005267
58,105.05,0,1.2158051449561678
6,79.7,0,-0.3358352325599363
11,70.5,0,-0.017872114364284947
56,68.75,0,0.9318936532537386
70,92.2,0,1.2627431296915956
44,89.2,0,0.9687879569409898
71,109.3,0,1.3774836360750027
30,100.45,0,0.8030567748551588
55,25.65,0,0.30293989378624875
72,118.75,0,1.4449536562724825
71,85.75,0,1.2381302201829052
20,70.55,0,0.348604103891286
70,40.05,0,0.7401869853508046
3,74.45,0,-0.8400271915490428
69,20.15,0,0.2798497108781354
72,86.65,0,1.225017521702188
9,76.85,0,-0.1567062979891744
41,20.65,0,-0.013494711854788507
56,89.7,0,1.0957552341447778
31,20.65,0,-0.12159333132895866
10,49.55,0,-0.36383987413795077
46,95.65,0,1.0583125552246955
16,19.75,0,-0.6837906121302393
4,20.15,0,-1.564833233444868
3,80.35,0,-0.7543917463641501
65,94.55,0,1.22343002042611
34,100.45,0,0.863935253572373
19,75.9,0,0.2973489342512346
1,20.2,0,-2.3046558834506436
3,58.7,0,-1.00816985715099
47,19.65,0,0.08171408329140074
68,79.6,0,1.156676620506828
7,35.3,0,-0.7280403104730393
54,46.0,0,0.6503842738252438
19,20.5,0,-0.47391394533209114
23,55.3,0,0.2545145359147016
13,72.8,0,0.053532263378526304
30,82.05,0,0.6868705630387879
72,25.2,0,0.4645123711119414
72,84.05,0,1.2207065072099852
2,45.55,0,-1.4359359982112005
11,79.0,0,0.05302982319748869
71,24.25,0,0.4412385208598875
71,100.2,0,1.3297363681295171
68,86.45,0,1.190173347262037
63,19.55,0,0.2355018846554497
29,51.6,0,0.32671947889034414
45,34.2,0,0.3901759606818047
21,20.5,0,-0.46723985784331823
53,19.05,0,0.09272130675220194
6,20.0,0,-1.2769797892077022
49,100.85,0,1.0823212803514517
6,78.65,0,-0.35397820610494124
35,100.8,0,0.8680923043457001
43,78.8,0,0.8722128150394711
58,110.65,0,1.2677489707216496
5,85.55,0,-0.45857764037369486
32,87.65,0,0.7327183505239383
69,95.2,0,1.281451504685333
44,19.35,0,-0.004536966173264365
31,25.0,0,-0.04873490024589955
4,100.85,0,-0.4728225857365097
1,19.55,0,-2.3240711380563868
72,20.25,0,0.37847617259397304
38,20.2,0,-0.09227478729368158
23,90.0,0,0.5380129279792351
26,79.3,0,0.5354523131371143
48,99.7,0,1.0987997655354629
51,90.15,0,1.0435245399650477
67,50.9,0,0.8391727101493123
37,19.8,0,-0.12783217390670013
14,59.45,0,-0.05535821394436999
45,84.35,0,0.9400327541718054
10,70.15,0,-0.09261331206752478
46,90.95,0,0.998375350258496
23,49.7,0,0.147356039488553
35,23.3,0,-0.04253265040021963
59,69.1,0,0.9774748569036344
50,19.4,0,0.11343984926265654
25,61.05,0,0.36776743276859053
28,60.0,0,0.42266235631946014
40,65.1,0,0.6906901059034003
33,59.55,0,0.5356068650793322
21,60.25,0,0.241846315253078
7,53.65,0,-0.4649283945424206
43,35.2,0,0.3360256132930027
8,45.45,0,-0.45364893496845266
46,43.95,0,0.5329897759371369
68,53.0,0,0.9065460380953161
1,20.25,0,-2.3031871478199375
39,25.2,0,0.09114718455947297
17,78.9,0,0.2851604781333537
11,20.45,0,-0.7961326870562262
39,24.2,0,0.043099360916578094
72,98.35,0,1.3050769285936925
60,89.9,0,1.1554484184889535
10,51.2,0,-0.3350229646863866
52,103.05,0,1.14554633670934
17,20.65,0,-0.590136159246591
65,24.8,0,0.391871280907526
52,50.95,0,0.6966027361273331
45,81.0,0,0.8852783559679127
51,19.1,0,0.10353756909199055
2,59.0,0,-1.2495849585618901
71,106.75,0,1.3361242316589714
14,61.4,0,-0.028283531959274837
25,26.8,0,-0.09426625763237245
61,20.55,0,0.23869460976017878
37,24.1,0,0.006102972491432741
47,78.9,0,0.9055394100347206
72,100.65,0,1.3404572447600944
1,19.75,0,-2.3180325631344734
27,85.9,0,0.595611998232558
8,20.25,0,-1.0470372768971254
52,108.1,0,1.1983777949802803
47,66.05,0,0.7876838640460542
58,61.05,0,0.875527355620627
11,50.55,0,-0.2563990927434853
2,74.95,0,-1.073410671826649
71,109.25,0,1.3714349561343195
4,20.85,0,-1.616761285848718
12,45.9,0,-0.3254803802772084
72,89.85,0,1.2712017528273012
70,105.35,0,1.3553941031832326
67,88.8,0,1.2051570756924
67,65.65,0,1.0109378941477536
35,61.0,0,0.5699246619192437
71,46.35,0,0.8526534849977399
35,19.25,0,-0.20132888885439496
64,90.6,0,1.1960408360501051
46,45.2,0,0.5505248156831065
4,29.05,0,-1.1710868413652884
72,65.2,0,1.0741796700524866
38,110.7,0,1.0260030410357368
14,19.7,0,-0.7307436785879231
1,24.4,0,-2.1919634890447495
71,111.25,0,1.3934025829829633
18,68.35,0,0.26203686737686605
1,24.4,0,-2.1919634890447495
3,71.1,0,-0.862171594551681
20,84.35,0,0.445627778152549
27,56.2,0,0.3787345925893767
14,19.55,0,-0.661998597634456
2,44.3,0,-1.4011513136232094
38,104.85,0,0.944732622106822
23,99.95,0,0.615678926633751
20,81.0,0,0.4232732916684094
16,85.05,0,0.30435222789161814
24,20.45,0,-0.2997017081078601
30,19.05,0,-0.18158939106340058
37,90.35,0,0.864783467232883
2,70.4,0,-1.061084178224749
26,19.3,0,-0.32763636024920495
40,63.9,0,0.7023888681836281
55,19.7,0,0.1803421921915083
46,110.2,0,1.098160705711797
69,24.95,0,0.4359665590577211
60,19.25,0,0.1599030128438378
16,90.8,0,0.32680588703779107
63,71.5,0,1.0464531302998699
3,19.1,0,-1.733368782519181
29,55.25,0,0.3993187121182094
3,44.6,0,-1.2049291874923023
55,25.7,0,0.3274319882251723
72,20.7,0,0.34799891710434744
1,54.65,0,-1.7029491891819073
30,25.1,0,-0.04845880687378659
58,82.5,0,1.07983442621691
72,20.55,0,0.3226229826206469
69,99.5,0,1.297114069154149
41,94.9,0,0.9384069325128673
1,20.35,0,-2.3002600157443034
3,69.85,0,-0.9027299799605473
1,20.35,0,-2.3002600157443034
70,48.4,0,0.8690525745994924
25,20.05,0,-0.3690935642669214
52,74.0,0,0.9431913658212134
71,113.15,0,1.3909852405573215
2,60.95,0,-1.1476626744736615
72,64.45,0,1.0398391884864755
20,20.05,0,-0.4623190540086775
18,45.65,0,-0.08278662188967571
47,19.65,0,0.04781409329192583
10,51.65,0,-0.3030739462719089
10,54.5,0,-0.2532694797917464
34,77.2,0,0.7298731669855102
72,21.0,0,0.34868753184938156
43,25.7,0,0.2061117350994412
2,71.3,0,-1.049389287181824
53,24.6,0,0.2519867876121934
58,91.55,0,1.1623802247046078
45,84.55,0,0.91630578808621
67,19.4,0,0.2545145359147016
72,78.45,0,1.1813824626614922
1,74.7,0,-1.5111074549469752
67,104.0,0,1.3148641244414363
33,20.1,0,-0.15035898617211785
71,89.9,0,1.2499269730522709
55,94.45,0,1.11069621768899
64,102.1,0,1.2829819937092428
14,76.45,0,0.16792519947010526
65,105.85,0,1.2864582656789856
31,25.75,0,-0.07582587030980059
38,89.1,0,0.8505309730034867
29,75.35,0,0.6022572810646006
33,59.4,0,0.5156656764371454
63,80.3,0,1.1010687677364346
38,84.1,0,0.8210585589837334
19,59.55,0,0.1828234014578421
59,20.35,0,0.24611411009345832
9,95.9,0,-0.019262842025510152
29,74.2,0,0.5284418910626555
6,69.1,0,-0.4194822411872473
72,65.1,0,1.0702391152994388
72,23.3,0,0.400452186515703
72,88.05,0,1.2671899668605289
2,20.35,0,-1.8176318028096283
47,20.45,0,0.062144479916778114
57,49.9,0,0.7363126704124648
2,51.4,0,-1.3514058027731202
55,45.05,0,0.6602174893771993
46,103.15,0,1.0489476029223193
49,103.0,0,1.1220321612947073
56,105.45,0,1.206612654671984
1,51.25,0,-1.742254604946036
20,90.7,0,0.4584032909449515
59,18.4,0,0.1337275627260964
21,20.5,0,-0.42732483499533586
50,70.35,0,0.8852783559679127
7,44.4,0,-0.7256990460360838
7,62.8,0,-0.44383254130191424
30,90.05,0,0.7005412439076457
68,105.75,0,1.3394747229910173
66,100.8,0,1.2832289461355697
43,115.05,0,1.0884316944164898
15,58.95,0,0.07011791441893811
72,79.35,0,1.189123228684011
52,53.75,0,0.7381579263820444
60,97.95,0,1.2013279025893076
12,33.15,0,-0.4056933936777886
6,69.8,0,-0.5070820798209484
1,19.9,0,-2.313541705877499
3,45.45,0,-1.1158433825282401
36,53.65,0,0.5113587995731466
54,79.85,0,1.0088290833412124
1,80.55,0,-1.464696895424394
62,107.6,0,1.3035727372874035
4,42.4,0,-1.095639294510135
33,24.15,0,-0.040037799555800974
36,60.7,0,0.5996550747505155
30,55.3,0,0.3638716971867269
6,80.25,0,-0.3411093980391761
58,65.25,0,0.9292034157117322
65,107.65,0,1.3187311050018147
1,75.5,0,-1.5045530924887778
8,19.85,0,-1.0947939005000564
22,87.0,0,0.48218549413949735
16,69.95,0,0.21511649919119427
46,101.1,0,1.0596742403400663
1,19.85,0,-2.3150350670391378
1,50.1,0,-1.7561303529675965
57,93.75,0,1.1751309819932438
70,19.8,0,0.30725649494255497
1,24.7,0,-2.1846427240723534
45,96.75,0,1.0279915168634475
45,99.7,0,1.0543104517336606
6,45.0,0,-0.6531993670916728
8,19.95,0,-0.9997714908106696
72,60.0,0,1.0023937342768252
59,94.75,0,1.1720316925988867
45,98.7,0,1.0395362552065481
40,93.4,0,0.9233897510349846
71,86.7,0,1.2336621218324304
42,40.15,0,0.40156444453831225
52,21.0,0,0.1621292694055077
13,61.8,0,-0.08037471177577735
